title,summary,link,tags,published,tipo da lei
Decreto Legislativo 736/2016,CONCEDE O TÍTULO DE CIDADÃ DO RECIFE A SR.ª MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=639,Decreto Legislativo,2016-05-31,ConcessaoTitulo
Decreto Legislativo 735/2016,CONCEDE O TÍTULO DE CIDADÃO RECIFENSE AO CANTOR E COMPOSITOR GENIVAL LACERDA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=701,Decreto Legislativo,2016-05-31,ConcessaoTitulo
Decreto Legislativo 734/2016,CONCEDE O TÍTULO DE CIDADÃO DO RECIFE AO GENERAL MANOEL LUIZ NARVAZ PAFIADACHE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=704,Decreto Legislativo,2016-05-31,ConcessaoTitulo
Decreto Legislativo 733/2016,CONCEDE O TÍTULO DE CIDADÃO DO RECIFE AO FREI DAMIÃO SILVA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=703,Decreto Legislativo,2016-05-31,ConcessaoTitulo
Decreto Legislativo 732/2016,CONCEDE O TÍTULO DE CIDADÃO DO RECIFE AO DR. PAULO DE BARROS CARVALHO,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=702,Decreto Legislativo,2016-06-16,ConcessaoTitulo
Decreto Legislativo 731/2016,CONCEDE MEDALHA DO MÉRITO JOSÉ MARIANO AO CINEASTA KLEBER MENDONÇA FILHO.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=636,Decreto Legislativo,2016-05-16,ConcessaoMedalha
Decreto Legislativo 730/2016,CONCEDE O TÍTULO DE CIDADÃO DO RECIFE AO JORNALISTA SÉRGIO DIONÍZIO LEITE,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=640,Decreto Legislativo,2016-05-03,ConcessaoTitulo
Decreto Legislativo 729/2016,CONCEDE O TÍTULO DE CIDADÃO DO RECIFE À PRODUTORA CULTURAL EMILIE LESCLAUX.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=628,Decreto Legislativo,2016-05-03,ConcessaoTitulo
Decreto Legislativo 728/2016,"CONCEDE O TITULO DE CIDADÃO DO RECIFE AO SR. ARISIO COUTINHO FILHO, DIRETOR DE PROGRAMAÇÃO DA REDE GLOBO NORDESTE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=624,Decreto Legislativo,2016-05-03,ConcessaoTitulo
Decreto Legislativo 727/2016,"ALTERA ARTIGOS DO DECRETO LEGISLATIVO Nº 545/2011, DE 19/12/2011, PARA FIXAR OS SUBSÍDIOS DOS VEREADORES",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=660,Decreto Legislativo,2016-03-29,Outro
Decreto Legislativo 726/2016,CONCEDE O TÍTULO DE CIDADÃ DO RECIFE A SENHORA PROCURADORA DE JUSTIÇA LÚCIA DE ASSIS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=638,Decreto Legislativo,2016-03-07,ConcessaoTitulo
Decreto Legislativo 637/2013,"REGULAMENTA A APLICAÇÃO, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, DA LEI FEDERAL Nº 12.527/11 E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1410,Decreto Legislativo,2013-10-07,Outro
Decreto Legislativo 545/2011,"ALTERA ARTIGOS DO DECRETO LEGISLATIVO Nº 443/2008, DE 10/11/2008, PARA FIXAR OS SUBSÍDIOS DOS VEREADORES.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1883,Decreto Legislativo,2011-12-19,Outro
Decreto Legislativo 443/2008,FIXA SUBSÍDIO DOS VEREADORES PARA PRÓXIMA LEGISLATURA 2009/2012.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1882,Decreto Legislativo,2008-11-10,Outro
Decreto Legislativo 266/2004,Fixa o subsídio dos Vereadores da Câmara Municipal do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1881,Decreto Legislativo,2004-12-13,Outro
Lei Complementar 2/2021,"INSTITUI O PLANO DIRETOR DO MUNICÍPIO DO RECIFE, REVOGANDO A LEI MUNICIPAL Nº 17.511, DE 29 DE DEZEMBRO DE 2008.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1872,Lei Complementar,2021-04-23,CalendarioEventos
Lei Complementar 18592/2019,"DISPÕE SOBRE A REMUNERAÇÃO DOS SERVIDORES E EMPREGADOS PÚBLICOS DA ADMINISTRAÇÃO DIRETA E INDIRETA MUNICIPAL E SOBRE OUTROS ASPECTOS DE SEU REGIME JURÍDICO, ALÉM DE CRIAR E EXTINGUIR CARGOS PÚBLICOS EFETIVOS  NO ÂMBITO DA SECRETARIA DE SAÚDE.
""REGIME DE URGÊNCIA""",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1585,Lei Complementar,2019-06-20,Outro
Lei Complementar 18583/2019,DENOMINAR-SE-Á CONJUNTO HABITACIONAL JORNALISTA MARIA GRACILANE ARAÚJO DA SILVA – “JORNALISTA GRAÇA ARAÚJO” - O PRÓXIMO CONJUNTO HABITACIONAL A SER INAUGURADO NA CIDADE DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=950,Lei Complementar,2019-06-06,Outro
Lei Complementar 18373/2017,DISPÕE SOBRE A DISSEMINAÇÃO DO CONTEÚDO DO ESTATUTO DA JUVENTUDE,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1007,Lei Complementar,2017-09-11,Outro
Lei Ordinária 19402/2025,"Institui, na Rede Municipal de Ensino, o Programa Monitoria Recife e dá outras providências.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2010,Lei Ordinária,2025-07-10,CalendarioEventos
Lei Ordinária 19401/2025,Dispõe sobre a remuneração dos servidores e empregados públicos da Administração Direta e Indireta do Município e dá outras providências.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2009,Lei Ordinária,2025-07-10,Outro
Lei Ordinária 19400/2025,"Altera a Lei Municipal nº 19.169, de 21 de dezembro de 2023.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2008,Lei Ordinária,2025-07-10,Outro
Lei Ordinária 19399/2025,Institui e disciplina o Recife Bom de Bola – Campeonato Municipal de Esportes no Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2007,Lei Ordinária,2025-07-07,CalendarioEventos
Lei Ordinária 19398/2025,Institui o “Dia Municipal de Combate ao Desperdício de Alimentos” no Calendário Oficial de Eventos do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2003,Lei Ordinária,2025-06-30,CalendarioEventos
Lei Ordinária 19397/2025,Institui o programa de parcelamento incentivado (PPI) no município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2002,Lei Ordinária,2025-06-30,CalendarioEventos
Lei Ordinária 19396/2025,"Autoriza a concessão de indenização aos permissionários do mercado do Jordão para viabilizar a implantação da sede do distrito sanitário VIII e do centro de atenção psicossocial infantojuvenil – CAPSIJ 24h tipo III, e dá outras providências.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2001,Lei Ordinária,2025-06-30,Outro
Lei Ordinária 19395/2025,"Denomina “CAMPO DANIEL COSMO MACENA” o espaço localizado entre a Avenida Professor José dos Anjos, a Rua Farias Neves e a Travessa Capilé, no Bairro Campo Grande.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2000,Lei Ordinária,2025-06-30,RenomearLogradouro
Lei Ordinária 19394/2025,Inclui o Evento Esportivo Corrida Várzea Run no Calendário Oficial de Eventos do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1999,Lei Ordinária,2025-06-30,CalendarioEventos
Lei Ordinária 19393/2025,"Autoriza o Poder Executivo a contratar operação de crédito junto a instituições financeiras nacionais, com a garantia da União.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1998,Lei Ordinária,2025-06-30,Outro
Lei Ordinária 19392/2025,Desafeta as áreas públicas descritas no anexo único e dá outras providências,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1997,Lei Ordinária,2025-06-30,Outro
Lei Ordinária 19391/2025,"Altera as Leis Municipais nº 15.563, de 27 de dezembro de 1991; nº 18.894, de 21 de fevereiro de 2022; e nº 17.407, de 2 de janeiro de 2008.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1996,Lei Ordinária,2025-06-30,Outro
Lei Ordinária 19390/2025,"Cria a Bonificação por Desempenho para os agentes públicos que especifica, lotados na Estratégia de Saúde da Família, na Estratégia de Agente Comunitário de Saúde e nas equipes Multiprofissionais (eMulti) do município do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1995,Lei Ordinária,2025-06-30,Outro
Lei Ordinária 19389/2025,Declara Patrimônio Imaterial Histórico e Cultural do Recife a “Câmara de Dirigentes Lojistas do Recife — CDL”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1980,Lei Ordinária,2025-06-16,PatrimonioCultural
Lei Ordinária 19388/2025,Reconhece como Patrimônio Cultural Imaterial do Recife a “Quadrilha Junina Dona Matuta”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1979,Lei Ordinária,2025-06-16,PatrimonioCultural
Lei Ordinária 19387/2025,Institui a Semana Municipal de Enfrentamento à Violência Política contra as Mulheres no calendário oficial do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1978,Lei Ordinária,2025-06-16,CalendarioEventos
Lei Ordinária 19386/2025,"Denominação da ponte que liga a Rua Amélia e a Rua José Luís da Silveira Barros à Avenida Agamenon Magalhães como ""Ponte Desembargador Fausto Freitas"".",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1977,Lei Ordinária,2025-06-16,RenomearLogradouro
Lei Ordinária 19385/2025,"Estabelece exigências de nivelamento e especificações técnicas de tampas e tampões de infraestruturas e altera a Lei Municipal nº 18.355, de 19 de julho de 2017, que trata das normas que regulam a anuência e a fiscalização da execução de obras que interfiram no pavimento dos logradouros públicos e das obras de pavimentação das vias públicas , e dá outras providências.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1975,Lei Ordinária,2025-06-10,Outro
Lei Ordinária 19384/2025,"Institui o Reassentamento por Compra Assistida e o Reassentamento por Permuta no âmbito da Política de Reassentamento do Programa de Requalificação e Resiliência Urbana em Áreas de Vulnerabilidade Socioambiental - ProMorar Recife, no Município do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1976,Lei Ordinária,2025-06-10,CalendarioEventos
Lei Ordinária 19383/2025,Institui no Calendário Oficial de Eventos do Município do Recife o ´´Dia Municipal em Memória às Vítimas de Acidentes e Doenças do Trabalho´´.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1973,Lei Ordinária,2025-05-21,CalendarioEventos
Lei Ordinária 19382/2025,"Declara Patrimônio Cultural Imaterial do Recife a História e a Memória Cultural do Mercado de São José, localizado no bairro de São José, Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1972,Lei Ordinária,2025-05-21,PatrimonioCultural
Lei Ordinária 19381/2025,Reconhece como Patrimônio Cultural Imaterial do Recife a Troça Carnavalesca Mista Batutas de Água Fria.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1971,Lei Ordinária,2025-05-21,PatrimonioCultural
Lei Ordinária 19380/2025,Institui o “Dia Municipal do Farmacêutico” no Calendário Oficial de Eventos do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1970,Lei Ordinária,2025-05-21,CalendarioEventos
Lei Ordinária 19379/2025,"Denomina de “Creche-Escola Maria Magdalena Fiúza Arraes de Alencar”  a Creche-Escola localizada na rua Manoel Gonçalves da Luz, Bairro Mustardinha. Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1969,Lei Ordinária,2025-05-14,RenomearLogradouro
Lei Ordinária 19378/2025,"Altera o art. 8º da Lei Municipal nº 18.617,da lei municipal nº 18.617, de 17 de setembro de 2019, que cria o Fundo do Trabalho do Município do Recife/FT-RECIFE e institui o Conselho Municipal do Trabalho, Emprego e Renda - CTER/Recife, nos termos e para os fins que especifica.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1968,Lei Ordinária,2025-05-14,CalendarioEventos
Lei Ordinária 19377/2025,Institui a “Política Municipal de Apoio e Incentivo ao Cooperativismo” no âmbito do município do Recife e dá outras providências.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1967,Lei Ordinária,2025-05-09,CalendarioEventos
Lei Ordinária 19376/2025,Institui a “Semana Municipal da Maternidade Atípica” no Calendário Oficial de Eventos do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1966,Lei Ordinária,2025-05-09,CalendarioEventos
Lei Ordinária 19375/2025,Institui o “Dia do Fisioterapeuta” no Calendário Oficial de Eventos do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1965,Lei Ordinária,2025-04-30,CalendarioEventos
Lei Ordinária 19374/2025,"Denomina “Praça Eudezia Cardoso de Barros” a praça situada na Rua das Rosas, bairro de Dois Unidos, município do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1964,Lei Ordinária,2025-04-30,RenomearLogradouro
Lei Ordinária 19373/2025,"Cria a “Campanha Permanente contra o Assédio, a Importunação e a Violência Sexuais nos Estádios e nas Arenas Desportivas” no âmbito do município do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1963,Lei Ordinária,2025-04-30,Outro
Lei Ordinária 19372/2025,Declara a “Terça do Vinil” Patrimônio Cultural Imaterial do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1962,Lei Ordinária,2025-04-21,PatrimonioCultural
Lei Ordinária 19371/2025,"Institui a isenção do pagamento da retribuição pecuniária de uso aos permissionários do Mercado Público da Madalena durante o período em que ocorrerem os serviços de reforma para a recuperação do equipamento, em decorrência do incêndio ocorrido em 12 de abril de 2025, e cria o Auxílio Emergencial aos permissionários impactados a cada fase da obra.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1902,Lei Ordinária,2025-04-23,Outro
Lei Ordinária 19370/2025,"Institui o ""Mês Abril Amarelo"" no Calendário Oficial de Eventos do Município do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1938,Lei Ordinária,2025-04-14,CalendarioEventos
Lei Ordinária 19369/2025,"Denomina “Praça Francisca Palhano Maia” a praça situada na Rua Compositor Vinícius de Moraes, Bairro Beberibe, município do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1926,Lei Ordinária,2025-04-14,RenomearLogradouro
Lei Ordinária 19368/2025,"Declara Patrimônio Cultural Imaterial do Recife a “Festa de Santo Expedito”, realizada no Bairro Ibura de Baixo.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1941,Lei Ordinária,2025-04-14,PatrimonioCultural
Lei Ordinária 19367/2025,Institui o “Dia Municipal do Psicanalista” no Calendário Oficial de Eventos do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1942,Lei Ordinária,2025-04-10,CalendarioEventos
Lei Ordinária 19366/2025,Institui mecanismos de punição administrativa para combate à violência contra a mulher no âmbito do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1953,Lei Ordinária,2025-04-03,CalendarioEventos
Lei Ordinária 19365/2025,"Altera a Lei nº 15.563, de 27 de Dezembro de 1991.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1903,Lei Ordinária,2025-04-02,Outro
Lei Ordinária 19364/2025,Dispõe sobre o reajuste da remuneração dos servidores do Poder Legislativo Municipal e dá outras providências,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1885,Lei Ordinária,2025-03-13,Outro
Lei Ordinária 19363/2025,Institui o “Mês Junho Violeta” no Calendário Oficial de Eventos do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1936,Lei Ordinária,2025-03-10,CalendarioEventos
Lei Ordinária 19362/2025,Institui a “Semana Municipal de Desenvolvimento e Futuro Sustentável” no Calendário Oficial de Eventos do município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1922,Lei Ordinária,2025-03-10,CalendarioEventos
Lei Ordinária 19361/2025,Institui a “Festa de Cristo Rei” no Calendário Oficial de Eventos do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1927,Lei Ordinária,2025-03-10,CalendarioEventos
Lei Ordinária 19360/2025,"Denomina “Beco da Paz” o logradouro popularmente conhecido como “Beco da Bala”, localizado no Bairro Afogados, município do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1921,Lei Ordinária,2025-03-10,RenomearLogradouro
Lei Ordinária 19359/2025,Declara Patrimônio Cultural Imaterial do Recife o “Bloco Afro Lamento Negro”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1925,Lei Ordinária,2025-03-10,PatrimonioCultural
Lei Ordinária 19358/2025,Declara Patrimônio Cultural Imaterial do Recife o Bloco Carnavalesco Lírico Cordas e Retalhos.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1919,Lei Ordinária,2025-03-10,PatrimonioCultural
Lei Ordinária 19357/2025,Declara Patrimônio Imaterial Cultural do Recife o “Terreiro Ilê Obá Aganjú Okoloyá - Terreiro de Mãe Amara”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1928,Lei Ordinária,2025-03-10,PatrimonioCultural
Lei Ordinária 19356/2025,Institui o “Dia Municipal de Conscientização do Transtorno do Déficit de Atenção com Hiperatividade (TDAH)” no Calendário Oficial de Eventos do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1929,Lei Ordinária,2025-01-17,CalendarioEventos
Lei Ordinária 19355/2025,Dispõe sobre a ampliação da publicidade e divulgação da Entrega Voluntária Legal de crianças e adolescentes para a adoção nas unidades públicas e privadas de saúde situadas no município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1937,Lei Ordinária,2025-01-17,Outro
Lei Ordinária 19354/2025,"Denomina ""Tia Jane"" a creche a ser construída na Av. Hildebrando de Vasconcelos, no bairro de Dois Unidos, município do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1923,Lei Ordinária,2025-01-17,RenomearLogradouro
Lei Ordinária 19353/2025,"Institui, no Calendário Oficial de Eventos do Município do Recife, o “Dia de Luta pela Redução de Danos e Riscos”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1952,Lei Ordinária,2025-01-13,CalendarioEventos
Lei Ordinária 19352/2025,"Dispõe sobre as competências dos órgãos e entidades da Administração Direta e Indireta do Poder Executivo Municipal, e dá outras providências.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1904,Lei Ordinária,2025-01-15,Outro
Lei Ordinária 19351/2025,"Declara a ""Rua da Feira"" Patrimônio Cultural Imaterial do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1940,Lei Ordinária,2025-01-07,PatrimonioCultural
Lei Ordinária 19350/2025,Institui a “Semana Municipal de Cuidados à Prematuridade” no Calendário Oficial de Eventos do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1931,Lei Ordinária,2025-01-07,CalendarioEventos
Lei Ordinária 19349/2025,"Altera a Lei Municipal nº 17.141, de 2 de dezembro de 2005, que trata do fornecimento de cadeiras de rodas por parte de shopping centers e estabelecimentos similares.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1951,Lei Ordinária,2025-01-07,Outro
