inicio_titulo,autor,summary,link,published
Parecer 470/2016,None,"PARECER DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 01/16, DE AUTORIA DO EXECUTIVO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62937,06/12/2016
Parecer 469/2016,None,"PARECER DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 34/15, DE AUTORIA DO EXECUTIVO MUNICIPAL",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62935,06/12/2016
Parecer 468/2016,None,"PARECER DA COMISSÃO DE EDUCAÇÃO E CULTURA OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI ORDINÁRIA Nº 130/2016, DE AUTORIA DA VEREADORA MICHELE COLLINS.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62687,06/12/2016
Parecer 467/2016,None,"PARECER DA COM. DE EDUCAÇÃO E CULTURA OPINANDO PELA REJEIÇÃO DO PROJETO DE LEI Nº 99/2016, DE AUTORIA DA VEREADORA VERA LOPES",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62686,06/12/2016
Parecer 466/2016,None,PARECER DA COM. DE EDUCAÇÃO E CULTURA OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI DO EXECUTIVO Nº 27/2016.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62683,06/12/2016
Parecer 465/2016,None,PARECER DA COM. DE EDUCAÇÃO E CULTURA OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI DO EXECUTIVO Nº 25/2016.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62685,06/12/2016
Parecer 464/2016,None,PARECER DA COMISSÃO DE EDUCAÇÃO E CULTURA OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI DO EXECUTIVO Nº 24/2016.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62684,06/12/2016
Parecer 463/2016,None,"PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 22/16 BEM COMO AS EMENDAS MODIFICATIVA E ADITIVA DA RELATORIA GERAL DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA EM CONJUNTO COM A COMISSÃO DE FINANÇAS E ORÇAMETO, E DE MEIO AMBIENTE,TRANSPORTE E TRÂNSITO, &#180;JÁ INCORPORADAS AO CITADO PROJETO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62929,06/12/2016
Parecer 461/2016,None,PARECER DA COM. DE DEFESA DOS DIREITOS HUMANOS OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI DO EXECUTIVO N° 25/2016.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62652,05/12/2016
Parecer 460/2016,None,PARECER DA COMISSÃO DE DEFESA DOS DIREITOS HUMANOS OPINANDO PELA APROVAÇÃO DO SUBSTITUTIVO PROPOSTO PELA RELATORIA DA CITADA COMISSÃO AO PROJETO DE LEI DO EXECUTIVO N° 24/2016.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62651,05/12/2016
Parecer 459/2016,None,"PARECER DA COM. DE EDUCAÇÃO E CULTURA OPINANDO PELA APROVAÇÃO PROJETO DE RESOLUÇÃO Nº 05/2016, DE AUTORIA DO VEREADOR ESTÉFANO MENUDO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62650,02/12/2016
Parecer 458/2016,None,PARECER DA COMISSÃO DE EDUCAÇÃO OPINANDO PELA APROVAÇÃO DO PDL Nº 37/2016 DE AUTORIA DA VER. MICHELE COLLINS.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62649,02/12/2016
Parecer 457/2016,None,"PARECER DA COM. DE EDUCAÇÃO E CULTURA OPINANDO PELA APROVAÇÃO DO PDL Nº 44/2016, DE AUTORIA DO VEREADOR AERTO LUNA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62656,01/12/2016
Parecer 456/2016,None,PARECER DA COM. DE LEG. E JUSTIÇA OPINANDO PELA APROVAÇÃO DO PDL 44/2016 DE AUTORIA DO VER. AERTO LUNA.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62648,01/12/2016
Parecer 455/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 19/16.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62928,29/11/2016
Parecer 454/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 28/16 DE AUTORIA DO EXECUTIVO MUNICIPAL.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62915,29/11/2016
Parecer 453/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 26/16 DE AUTORIA DO EXECUTIVO MUNICIPAL.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62916,29/11/2016
Parecer 452/2016,None,"PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 23/16 DE AUTORIA DO EXECUTIVO MUNICIPAL, OPINANDO PELA APROVAÇÃO DO PLE Nº 23/16, BEM COMO A EMENDA MODIFICATIVA DA RELATORIA DA COMISSÃO DE LEG. E JUSTIÇA EM CONJUNTO COM A COM. DE FINANÇAS E ORÇAMENTO, JÁ INCORPORADA AO MENCIONADO PROJETO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62914,29/11/2016
Parecer 451/2016,None,"PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI ORDINÁRIA Nº 108/2016, DE AUTORIA DA VEREADORA VERA LOPES.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62644,29/11/2016
Parecer 450/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO SUBSTITUTIVO DA RELATORIA DA COMISSÃO DE LEJ E JUSTIÇA AO PLE Nº 18/16 DE AUTORIA DO EXECUTIVO MUNICIPAL,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62917,29/11/2016
Parecer 449/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 13/16 DE AUTORIA DO EXECUTIVO MUNICIPAL.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62918,29/11/2016
Parecer 448/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 12/16 DE AUTORIA DO EXECUTIVO MUNICIPAL.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62919,29/11/2016
Parecer 447/2016,None,PARECER DA COPU OPINANDO PELA APROVAÇÃO DO PLE 19/2016.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62642,29/11/2016
Parecer 446/2016,None,PARECER DA COM. DE SEGURANÇA PÚBLICA OPINANDO PELA APROVAÇÃO DO PLE Nº 23/16.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62688,29/11/2016
Parecer 445/2016,None,"PARECER DA COM. DE LEG. E JUSTIÇA EM CONJUNTO COM A COM. DE FINANÇAS E ORÇAMENTO OPINANDO PELA APROVAÇÃO DO PLE 23/2016, COM EMENDA MODIFICATIVA DA RELATORIA GERAL DAS CITADAS COMISSÕES.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62661,05/12/2016
Parecer 444/2016,None,PARECER OPINANDO PELA APROVAÇÃO DO PLE Nº 13/2016.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62630,29/11/2016
Parecer 443/2016,None,PARECER DA COM. DE LEGISLAÇÃO E JUSTIÇA EM CONJUNTO COM A COMISSÃO DE FINANÇAS E ORÇAMENTO OPINANDO PELA APROVAÇÃO DO PLE 28/2016.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62641,29/11/2016
Parecer 442/2016,None,PARECER DA COPU OPINANDO PELA APROVAÇÃO DO PLE 18/2016.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62640,29/11/2016
Parecer 441/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 21/16 DE AUTORIA DO EXECUTIVO MUNICIPAL,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62912,28/11/2016
Parecer 440/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 20/16 DE AUTORIA DO EXECUTIVO MUNICIPAL,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62913,28/11/2016
Parecer 439/2016,None,"PARECER DA CDH OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI ORDINÁRIA N° 14/2016, DE AUTORIA DA VEREADORA ISABELLA DE ROLDÃO, BEM COMO DA EMENDA MODIFICATIVA APRESENTADA PELA RELATORIA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62629,28/11/2016
Parecer 438/2016,None,"PARECER DA CDH OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI ORDINÁRIA N° 119/2015, DE AUTORIA DA VEREADORA MICHELE COLLINS.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62628,28/11/2016
Parecer 437/2016,None,"PARECER DA CDH OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI DO EXECUTIVO N° 26/2016, DE AUTORIA DO EXMO. CHEFE DO EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62600,28/11/2016
Parecer 436/2016,None,"PARECER DA CDH OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI DO EXECUTIVO N° 23/2016, DE AUTORIA DO EXMO. CHEFE DO EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62599,28/11/2016
Parecer 435/2016,None,"PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLE Nº 13/2016, DE AUTORIA DO EXMO. CHEFE DO EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62612,28/11/2016
Parecer 434/2016,None,"PARECER EM CONJUNTO DA CLJ E CECTE OPINANDO PELA APROVAÇÃO DO PDL 46/2016, DE AUTORIA DO VEREADOR JADEVAL DE LIMA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62620,28/11/2016
Parecer 433/2016,None,"PARECER EM CONJUNTO DA CLJ E DA CECTE OPINANDO PELA APROVAÇÃO DO PDL 45/2016, DE AUTORIA DA VEREADORA ALINE MARIANO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62616,28/11/2016
Parecer 432/2016,None,"PARECER DA CDH OPINANDO PELA REJEIÇÃO DO PROJETO DE LEI ORDINÁRIA N° 62/2015, DE AUTORIA DO VEREADOR ALMIR FERNANDO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62625,28/11/2016
Parecer 431/2016,None,"PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLE 27/2016, DE AUTORIA DO EXMO. CHEFE DO EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62607,28/11/2016
Parecer 430/2016,None,"PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLE 26/2016, DE AUTORIA DO EXMO. CHEFE DO EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62609,28/11/2016
Parecer 429/2016,None,"PARECER DA COMISSÃO DE LEG. E JUSTIÇA EM CONJUNTO COM AS COMISSÕES DE FINANÇAS E ORÇAMENTO E DE MEIO AMBIENTE, TRANSPORTE E TRÂNSITO, OPINANDO PELA APROVAÇÃO DO PLE 22/2016, COM EMENDAS MODIFICATIVA E ADITIVA DA RELATORIA DAS CITADAS COMISSÕES.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62660,28/11/2016
Parecer 428/2016,None,"PARECER DA COM. DE LEG. E JUSTIÇA EM CONJUNTO COM A COMISSÃO DE MEIO AMBIENTE,TRANSPORTE E TRÂNSITO, OPINANDO PELA APROVAÇÃO  DO PLE 19/2016",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62659,28/11/2016
Parecer 427/2016,None,"PARECER DA COM. DE LEG. E JUSTIÇA EM CONJUNTO COM A COM. DE MEIO AMBIENTE,TRANSPORTE E TRÂNSITO, OPINANDO PELO SUBSITUTIVO DA RELATORIA DAS CITADAS COMISSÕES AO PLE 18/2016.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62646,29/11/2016
Parecer 426/2016,None,"PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO O PLE 21/2016, DE AUTORIA DO EXMO. CHEFE DO EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62604,28/11/2016
Parecer 425/2016,None,"PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 17/16 DE AUTORIA DO EXECUTIVO MUNICIPAL, BEM COMO AS EMENDAS MODIFICATIVAS DA RELATORIA GERAL DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA EM CONJUNTO COM A COM. DE FINANÇAS E ORÇAMENTO, JÁ INCORPORADAS AO CITADO PROJETO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62923,23/11/2016
Parecer 424/2016,None,"PARECER DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA EM CONJUNTO COM A COMISSÃO DE FINANÇAS E ORÇAMENTO, OPINANDO PELA APROVAÇÃO DO PLE 17/2016, BEM COMO AS EMENDAS MODIFICATIVAS PROPOSTAS PELA RELATORIA DAS CITADAS COMISSÕES.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62561,22/11/2016
Parecer 423/2016,None,"PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLE 20/2016, DE AUTORIA DO EXMO. CHEFE DO EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62605,22/11/2016
Parecer 422/2016,None,"PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 16/16 DE AUTORIA DO EXECUTIVO MUNICIPAL, COM EMENDAS ACATADAS PELA RELATORIA DA COMISSÃO DE FINANÇAS E ORÇAMENTO, JÁ INCORPORADAS AO CITADO PROJETO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62924,22/11/2016
Parecer 421/2016,None,"PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 15/16 DE AUTORIA DO EXECUTIVO MUNICIPAL, COM EMENDAS ACATADAS PELA RELATORIA DA COMISSÃO DE FINANÇAS E ORÇAMENTO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62925,22/11/2016
Parecer 420/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLO Nº 14/16 DE AUTORIA DO EXECUTIVO MUNICIPAL.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62926,22/11/2016
Parecer 419/2016,None,"PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLE 14/2016, DE AUTORIA DO EXMO. CHEFE DO EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62525,22/11/2016
Parecer 418/2016,None,"PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI Nº 16/2016, DE AUTORIA DO EXMO. CHEFE DO EXECUTIVO, ACRESCIDO DAS EMENDAS DE NºS 02 E 03, DE AUTORIA DO VEREADOR ESTÉFANO MENUDO, 14 E 19, DE AUTORIA DA VEREADORA MICHELE COLLINS, ACATADAS NA INTEGRA. ALÉM DISSO, ACATOU-SE A EMENDA Nº 01, DE AUTORIA DO VEREADOR ANDRÉ RÉGIS, ATRAVÉS DE SUBEMENDA DA RELATORIA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62540,22/11/2016
Parecer 417/2016,None,ESTIMA A RECEITA E FIXA A DESPESA DA PREFEITURA DO RECIFE PARA O EXERCÍCIO DE 2016.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62524,22/11/2016
Parecer 416/2016,None,"PARECER DA CDH OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI DO EXECUTIVO Nº 14/2016, DE AUTORIA DO EXMO. CHEFE DO EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62522,21/11/2016
Parecer 415/2016,None,"PARECER DA COM. DE EDUCAÇÃO E CULTURA OPINANDO PELA APROVAÇÃO DO PLO Nº 126/2016, DE AUTORIA DO VEREADOR JAYME ASFORA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62407,09/11/2016
Parecer 414/2016,None,PARECER DA COMISSÃO DE EDUCAÇÃO E CULTURA OPINANDO PELA APROVAÇÃO DO PDL Nº 43/16 DE AUTORIA DA VER. AIMÉE CARVALHO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62403,09/11/2016
Parecer 413/2016,None,PARECER DA COMISSÃO DE LEG. E JUSTIÇA OPINANDO PELA APROVAÇÃO DO PDL 43/2016 DE AUTORIA DA VEREADORA AIMÉE CARVALHO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62401,09/11/2016
Parecer 412/2016,None,"PARECER DA COM. DE EDUCAÇÃO E CULTURA OPINANDO PELA APROVAÇÃO DO PDL Nº 40/16, DE AUTORIA DO VER ADERALDO PINTO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62399,09/11/2016
Parecer 411/2016,None,"PARECER DA COM. DE OBRAS, PLANEJAMENTO URBANO OPINANDO PELA APROVAÇÃO DO PLO 56/2016 DE AUTORIA DO VER. ERIVALDO SILVA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62398,09/11/2016
Parecer 410/2016,None,"PARECER DA COMISSÃO DE OBRAS,PLANEJAMENTO URBANO OPINANDO PELA REJEIÇÃO DO PLO 196/2015 DE AUTORIA DA VER. MICHELE COLLINS.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62397,09/11/2016
Parecer 409/2016,None,"PARECER DA COM. DE OBRAS, PLANEJAMENTO URBANO, OPINANDO PELA APROVAÇÃO DO PLO 136/2015.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62396,09/11/2016
Parecer 408/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLO Nº 135/16 DE AUTORIA DO VER LUIZ EUSTAQUIO,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62927,08/11/2016
Parecer 407/2016,None,"PARECER DA CECTE OPINANDO PELA REJEIÇÃO DO PROJETO DE LEI Nº 97/2016, DE AUTORIA DO VEREADOR JURANDIR LIBERAL.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62327,04/11/2016
Parecer 406/2016,None,"PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PROJETO DE DECRETO LEGISLATIVO Nº 35/2016, DE AUTORIA DO VEREADOR CARLOS GUEIROS.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62323,03/11/2016
Parecer 405/2016,None,"PARECER DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA EM CONJUNTO COM A COMISSÃO DE EDUCAÇÃO,CULTURA,TURISMO E ESPORTES, OPINANDO PELA APROVAÇÃO DO PDL 42/2016, DE AUTORIA DA VER. ISABELLA DE ROLDÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62282,01/11/2016
Parecer 404/2016,None,"PARECER DA COM. DE LEGISLAÇÃO E JUSTIÇA OPINANDO PELA APROVAÇÃO DO PLO 135/2016, DE AUTORIA DO VER. LUIZ EUSTÁQUIO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62283,01/11/2016
Parecer 403/2016,None,"PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PDL Nº 38/2016, DE AUTORIA DO VEREADOR JADEVAL DE LIMA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62240,27/10/2016
Parecer 402/2016,None,PARECER DA COM. DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLO Nº 131/16 DE AUTORIA DA COM.EXECUTIVA DA CMR.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62413,27/10/2016
Parecer 401/2016,None,PARECER CLJ OPINANDO PELA APROVAÇÃO DO PLO 65/2016 DE AUTORIA DA VEREADORA ISABELLA DE ROLDÃO.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62110,14/10/2016
Parecer 400/2016,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PDL 41/2016 DE AUTORIA DA VEREADORA MICHELE COLLINS.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62109,14/10/2016
Parecer 399/2016,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PDL 40/2016 DE AUTORIA DO VEREADOR ADERALDO PINTO.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62108,14/10/2016
Parecer 398/2016,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PDL 38/2016 DE AUTORIA DO VEREADOR JADEVAL DE LIMA.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62107,14/10/2016
Parecer 397/2016,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PDL 37/2016 DE AUTORIA DA VEREADORA MICHELE COLLINS.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62106,14/10/2016
Parecer 396/2016,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PDL 35/2016 DE AUTORIA DO VER. CARLOS GUEIROS.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=62105,14/10/2016
Parecer 395/2016,None,"PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO Nº 27/2016, DE AUTORIA DO VER MARCOS DI BRIA.(CM)",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61919,14/09/2016
Parecer 394/2016,None,"PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO Nº 024/2016, DE AUTORIA DO VER. ALMIR FERNANDO.(CM)",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61918,14/09/2016
Parecer 393/2016,None,PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO Nº 17/2016 DE AUTORIA DO VER. WILTON BRITO.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61917,14/09/2016
Parecer 392/2016,None,"PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO Nº 016/2016, DE AUTORIA DO VER. WILTON BRITO.(CM)",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61916,14/09/2016
Parecer 391/2016,None,"PARECER DA COM. DE LEG. E JUSTIÇA EM CONJUNTO COM A COM. DE EDUCAÇÃO, CULTURA,TURISMO E ESPORTES, OPINANDO PELA APROVAÇÃO DO PDL 39/16, DE AUTORIA DA VER. DRª VERA LOPES.(CM)",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61995,26/09/2016
Parecer 390/2016,None,PARECER DA CFO OPINANDO PELA REJEIÇÃO DO PLO Nº 15/2016 DE AUTORIA DA VER. ISABELLA DE ROLDÃO.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61872,12/09/2016
Parecer 389/2016,None,PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO 007/2016 DE AUTORIA DO VER. ALMIR FERNANDO.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61871,12/09/2016
Parecer 388/2016,None,"PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO 238/2015, DE AUTORIA DO VER. ALMIR DE FERNANDO.(CM)",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61870,12/09/2016
Parecer 387/2016,None,"PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO 236/2015, DE AUTORIA DO VER. ALMIR FERNANDO.(CM)",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61869,12/09/2016
Parecer 386/2016,None,PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO  234/2015 DE AUTORIA DO VER. JAIRO BRITTO.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61868,12/09/2016
Parecer 385/2016,None,PARECER DA CFO OPINANDO PELA REJEIÇÃO DO PLO 232/2015 DE AUTORIA DO VER. ROMERO JATOBÁ.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61846,08/09/2016
Parecer 384/2016,None,PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO 226/2015 DE AUTORIA DO VER. ESTÉFANO MENUDO.(CM),https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61840,08/09/2016
Parecer 383/2016,None,"PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO Nº 224/2015, DE AUTORIA DO VEREADOR MARCOS DI BRIA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61737,05/09/2016
Parecer 382/2016,None,"PARECER DA CFO OPINANDO PELA REJEIÇÃO DO PLO Nº 218/2015, DE AUTORIA DO VEREADOR EDMAR DE OLIVEIRA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61732,05/09/2016
Parecer 381/2016,None,"PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO Nº 210/2015, DE AUTORIA DO VEREADOR ERIBERTO RAFAEL.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61727,05/09/2016
Parecer 380/2016,None,"PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO Nº 207/2015, DE AUTORIA DO VEREADOR MARCOS MENEZES.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61722,05/09/2016
Parecer 379/2016,None,"PARECER DA CFO OPINANDO PELA APROVAÇÃO DO PLO Nº 204/2015, DE AUTORIA DO VEREADOR ALMIR FERNANDO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=61721,05/09/2016
